Company_name	Company_ID	Big3Share	Position	Revenue	Assets	Employees	MarketCap	Exchange	TypeEnt
GAMING PARTNERS INTERNATIONAL CORPORATION	US880310433	3.06	7	78238.0	77244.0	704.0	71516.0	NASDAQ National Market	Industrial company
CRYOPORT, INC.	US880313393	0	104	3935.0	2607.0	27.0	25545.0	NASDAQ National Market	Industrial company
COVENANT TRANSPORTATION GROUP, INC.	US880320154	7.2	2	724240.0	647423.0	4623.0	335834.0	NASDAQ National Market	Industrial company
ENGLOBAL CORPORATION	US880322261	0	113	79605.0	52200.0	nan	30620.0	NASDAQ National Market	Industrial company
ORMAT TECHNOLOGIES, INC	US880326081	10.42	4	594644.0	2273982.0	1060.0	2142553.0	New York Stock Exchange (NYSE)	Industrial company
DISH NETWORK CORPORATION	US880336997	5.1499999999999995	4	15068901.0	22886710.0	18000.0	11076311.0	NASDAQ National Market	Industrial company
CAPRICOR THERAPEUTICS, INC.	US880363465	0.22999999999999998	16	5518.0	16070.0	33.0	58155.0	NASDAQ National Market	Industrial company
WESTERN ALLIANCE BANCORPORATION	US880365922	14.81	1	511341.0	14275089.0	1446.0	3882678.0	New York Stock Exchange (NYSE)	Bank
ACTINIUM PHARMACEUTICALS, INC.	US880378336	1.16	3	0.0	26588.0	18.0	86388.0	NYSE MKT	Industrial company
BROADWIND ENERGY, INC.	US880409160	5.84	4	199156.0	109907.0	680.0	57797.0	NASDAQ National Market	Financial company
ENERJEX RESOURCES, INC.	US880422242	0	110	4879.0	21834.0	nan	2864.0	NYSE MKT	Industrial company
CHEMBIO DIAGNOSTICS, INC.	US880425691	1.51	4	24255.0	20816.0	155.0	82224.0	NASDAQ National Market	Industrial company
SYSOREX GLOBAL	US880434915	1.27	14	66957.0	68715.0	nan	10549.0	NASDAQ National Market	Industrial company
CHINA BAK BATTERY, INC.	US880442833	0	103	13904.0	63367.0	nan	44949.0	NASDAQ National Market	Industrial company
HALOZYME THERAPEUTICS, INC.	US880488686	14.11	2	135057.0	181789.0	216.0	1291397.0	NASDAQ National Market	Industrial company
FLOTEK INDUSTRIES, INC.	US900023731	18.220000000000002	1	334359.0	403090.0	534.0	633564.0	New York Stock Exchange (NYSE)	Industrial company
PROVECTUS BIOPHARMACEUTICALS, INC.	US900031917	1.55	4	0.0	20440.0	4.0	76810.0	NYSE MKT	Industrial company
CHINA RECYCLING ENERGY CORPORATION	US900093373	0	105	24356.0	316875.0	108.0	16617.0	NASDAQ National Market	Industrial company
ALDER BIOPHARMACEUTICALS, INC.	US900134860	12.09	2	0.0	400027.0	113.0	1451158.0	NASDAQ National Market	Industrial company
BIODEL INC	US900136863	0.25	19	0.0	41424.0	24.0	21329.0	NASDAQ National Market	Industrial company
DOLBY LABORATORIES, INC.	US900199783	5.8	3	970638.0	2133293.0	1867.0	2515894.0	New York Stock Exchange (NYSE)	Industrial company
LIFEVANTAGE CORPORATION	US900224471	3.41	3	190336.0	39781.0	166.0	189392.0	NASDAQ National Market	Industrial company
KANDI TECHNOLOGIES GROUP, INC.	US900363723	0	111	201069.0	371469.0	557.0	328582.0	NASDAQ National Market	Industrial company
CLOVIS ONCOLOGY, INC.	US900475355	15.129999999999999	1	0.0	713386.0	309.0	641041.0	NASDAQ National Market	Industrial company
JOINT CORP. (THE)	US900544160	0	110	13835.0	33362.0	104.0	38398.0	NASDAQ National Market	Industrial company
HUNTINGTON INGALLS INDUSTRIES, INC.	US900607005	20.82	1	7020000.0	6024000.0	36000.0	7272953.0	New York Stock Exchange (NYSE)	Industrial company
GLOBAL WATER RESOURCES, INC.	US900632193	0	101	31956.0	237975.0	49.0	139695.0	NASDAQ National Market	Industrial company
JETPAY CORPORATION	US900632274	0	116	43322.0	148789.0	nan	34728.0	NASDAQ National Market	Financial company
SUNCOKE ENERGY, INC.	US900640593	17.0	1	1362700.0	2255500.0	1125.0	371418.0	New York Stock Exchange (NYSE)	Industrial company
FIESTA RESTAURANT GROUP, INC.	US900712224	13.76	2	687392.0	415645.0	11550.0	685083.0	NASDAQ National Market	Industrial company
MEMORIAL PRODUCTION PARTNERS LP	US900726667	0	125	358147.0	2906003.0	484.0	174918.0	NASDAQ National Market	Industrial company
ZAIS FINANCIAL CORP.	US900729143	3.5	10	72701.0	775139.0	nan	115737.0	New York Stock Exchange (NYSE)	Financial company
NOVA LIFESTYLE, INC.	US900746568	0.19	10	108820.0	89748.0	nan	14331.0	NASDAQ National Market	Industrial company
ROUSE PROPERTIES, INC.	US900750824	19.049999999999997	3	305384.0	2517586.0	332.0	1057013.0	New York Stock Exchange (NYSE)	Financial company
MYOS RENS TECHNOLOGY INC.	US900772394	0	111	159.0	5342.0	nan	8130.0	NASDAQ National Market	Industrial company
BOOT BARN HOLDINGS, INC.	US900776290	3.13	7	402684.0	326128.0	1700.0	203947.0	New York Stock Exchange (NYSE)	Industrial company
CU BANCORP	US900779788	6.960000000000001	3	98904.0	2634642.0	265.0	409878.0	NASDAQ National Market	Bank
EMERGE ENERGY SERVICES LP	US900832937	0	120	711639.0	420048.0	nan	111199.0	New York Stock Exchange (NYSE)	Industrial company
HI-CRUSH PARTNERS LP	US900840530	0	124	339640.0	415275.0	nan	295026.0	New York Stock Exchange (NYSE)	Industrial company
SILVER BAY REALTY TRUST CORP.	US900867250	28.22	1	113694.0	1216280.0	176.0	551073.0	New York Stock Exchange (NYSE)	Industrial company
ENDOCHOICE HOLDINGS, INC.	US900886803	2.0100000000000002	18	72300.0	164338.0	501.0	110807.0	New York Stock Exchange (NYSE)	Industrial company
PATTERN ENERGY GROUP INC.	US900893251	11.21	2	329831.0	3829592.0	116.0	1603516.0	NASDAQ National Market	Industrial company
TAYLOR MORRISON HOME CORPORATION	US900907433	5.4799999999999995	3	2976820.0	4117394.0	1600.0	477343.0	New York Stock Exchange (NYSE)	Industrial company
VOLTARI CORPORATION	US900933943	1.96	2	49.0	6004.0	nan	30672.0	NASDAQ National Market	Industrial company
OCI PARTNERS LP	US900936556	0	109	309443.0	733610.0	128.0	594194.0	New York Stock Exchange (NYSE)	Industrial company
UCP, INC.	US900978085	0.96	13	278791.0	414697.0	187.0	59309.0	New York Stock Exchange (NYSE)	Industrial company
KNOWLES CORPORATION	US901002689	18.78	2	1084600.0	1696500.0	nan	1257923.0	New York Stock Exchange (NYSE)	Financial company
RSP PERMIAN, INC.	US901022997	10.59	6	283992.0	2967433.0	99.0	3388842.0	New York Stock Exchange (NYSE)	Industrial company
LA QUINTA HOLDINGS INC.	US901032961	10.629999999999999	2	1029974.0	2985844.0	7426.0	1433508.0	New York Stock Exchange (NYSE)	Industrial company
AVEXIS, INC.	US901038273	0	110	0.0	65084.0	18.0	984762.0	NASDAQ National Market	Industrial company
HOMESTREET INC	US910186600	11.41	1	423151.0	4894380.0	2139.0	508862.0	NASDAQ National Market	Bank
PACCAR INC	US910351110	17.39	1	19115100.0	21109800.0	23000.0	19496249.0	NASDAQ National Market	Industrial company
BOEING COMPANY (THE)	US910425694	15.450000000000001	1	96114000.0	94408000.0	161400.0	82314581.0	New York Stock Exchange (NYSE)	Industrial company
AVISTA CORP	US910462470	24.87	1	1484776.0	4906649.0	1874.0	2526509.0	New York Stock Exchange (NYSE)	Industrial company
WEYERHAEUSER CO	US910470860	18.15	1	7082000.0	12470000.0	12600.0	23517877.0	New York Stock Exchange (NYSE)	Industrial company
NORDSTROM INC	US910515058	15.64	1	14437000.0	7698000.0	72500.0	6600367.0	New York Stock Exchange (NYSE)	Industrial company
MINES MANAGEMENT, INC.	US910538859	0	104	0.0	3204.0	nan	27530.0	NYSE MKT	Industrial company
KEY TRONIC CORP	US910849125	4.09	4	433997.0	230794.0	4866.0	84721.0	NASDAQ National Market	Industrial company
DATA I/O CORP	US910864123	3.42	5	22017.0	19640.0	nan	20151.0	NASDAQ National Market	Industrial company
ITRON INC	US911011792	21.7	1	3000000.0	nan	7500.0	1657268.0	NASDAQ National Market	Industrial company
RED LION HOTELS CORPORATION	US911032187	2.89	10	142920.0	287218.0	1783.0	162962.0	New York Stock Exchange (NYSE)	Industrial company
TTM TECHNOLOGIES INC	US911033443	11.86	2	2095488.0	2640133.0	29570.0	765268.0	NASDAQ National Market	Industrial company
ZUMIEZ INC.	US911040022	16.28	1	804183.0	414695.0	7000.0	374670.0	NASDAQ National Market	Industrial company
EXPEDITORS INTERNATIONAL OF WASHINGTON INC	US911069248	26.22	1	6616632.0	2582438.0	15397.0	8860813.0	NASDAQ National Market	Industrial company
CRAFT BREW ALLIANCE, INC.	US911141254	4.91	6	204168.0	190334.0	814.0	185546.0	NASDAQ National Market	Industrial company
MICROSOFT CORP.	US911144442	15.830000000000002	1	93580000.0	176223000.0	118000.0	411259624.0	NASDAQ National Market	Industrial company
CYANOTECH CORP	US911206026	0.66	11	33809.0	30915.0	nan	28157.0	NASDAQ National Market	Industrial company
COSTCO WHOLESALE CORP	US911223280	16.119999999999997	1	116199000.0	33017000.0	205000.0	65451347.0	NASDAQ National Market	Industrial company
ASTROTECH CORPORATION	US911273737	2.45	7	513.0	44218.0	42.0	34274.0	NASDAQ National Market	Industrial company
TRUEBLUE, INC.	US911287341	18.76	1	2695680.0	1266835.0	5500.0	825219.0	New York Stock Exchange (NYSE)	Industrial company
ALASKA AIR GROUP, INC.	US911292054	17.44	1	5598000.0	6533000.0	13858.0	8235736.0	New York Stock Exchange (NYSE)	Industrial company
POPE RESOURCES LTD PARTNERSHIP	US911313292	0	121	78028.0	370056.0	66.0	271442.0	NASDAQ National Market	Industrial company
STARBUCKS CORP	US911325671	15.399999999999999	1	19162700.0	12416300.0	238000.0	80789237.0	NASDAQ National Market	Industrial company
COLUMBIA BANKING SYSTEM, INC	US911422237	19.050000000000004	1	416604.0	8951697.0	1868.0	1772024.0	NASDAQ National Market	Bank
CTI BIOPHARMA CORP.	US911533912	7.47	4	16116.0	144197.0	149.0	129695.0	NASDAQ National Market	Industrial company
AMPLIPHI BIOSCIENCES CORPORATION	US911549568	0.47	12	475.0	31493.0	30.0	18546.0	NYSE MKT	Industrial company
MICROVISION INC	US911600822	5.76	1	9188.0	14042.0	67.0	97839.0	NASDAQ National Market	Industrial company
REALNETWORKS INC	US911628146	7.67	5	125296.0	161343.0	579.0	156177.0	NASDAQ National Market	Industrial company
AMAZON.COM, INC.	US911646860	12.41	2	107006000.0	65444000.0	230800.0	336054742.0	NASDAQ National Market	Industrial company
JOHN BEAN TECHNOLOGIES CORP	US911650317	20.080000000000002	1	1107300.0	876100.0	4200.0	1773394.0	New York Stock Exchange (NYSE)	Industrial company
BSQUARE CORP	US911650880	7.65	2	106601.0	55258.0	nan	64994.0	NASDAQ National Market	Industrial company
WMI HOLDINGS CORP	US911653725	1.88	16	17500.0	nan	15.0	482433.0	NASDAQ National Market	Bank
WASHINGTON FEDERAL INC	US911661606	21.630000000000003	1	463208.0	14568324.0	1838.0	2278557.0	NASDAQ National Market	Bank
OMEROS CORPORATION	US911663741	12.459999999999999	1	13509.0	48995.0	162.0	446922.0	NASDAQ National Market	Industrial company
NII HOLDINGS, INC.	US911671412	11.600000000000001	4	1213145.0	2729908.0	2875.0	387441.0	NASDAQ National Market	Industrial company
BANNER CORPORATION	US911691604	12.61	1	304174.0	9796298.0	1918.0	1482698.0	NASDAQ National Market	Bank
ENTERTAINMENT GAMING ASIA INC.	US911696010	0	103	31509.0	45285.0	nan	26759.0	NASDAQ National Market	Industrial company
CYCLACEL PHARMACEUTICALS, INC.	US911707622	2.37	5	1944.0	24764.0	16.0	14430.0	NASDAQ National Market	Industrial company
F5 NETWORKS INC	US911714307	19.48	1	1919823.0	2312290.0	4178.0	7288233.0	NASDAQ National Market	Industrial company
BLUCORA, INC.	US911718107	19.17	1	117708.0	1299548.0	772.0	371012.0	NASDAQ National Market	Industrial company
PIXELWORKS INC	US911761992	1.52	8	59517.0	43842.0	215.0	48656.0	NASDAQ National Market	Industrial company
TRANSGENOMIC INC	US911789357	0.5	16	1653.0	4816.0	37.0	12418.0	NASDAQ National Market	Industrial company
STAGE STORES INC	US911826900	22.2	1	1604433.0	848099.0	13500.0	145710.0	New York Stock Exchange (NYSE)	Industrial company
RIVERVIEW BANCORP INC	US911838969	3.3899999999999997	11	6823.0	129105.0	nan	106237.0	NASDAQ National Market	Bank
HERITAGE FINANCIAL CORPORATION, WASHINGTON	US911857900	10.950000000000001	1	164336.0	3650792.0	717.0	548180.0	NASDAQ National Market	Bank
ONVIA, INC.	US911859172	0	111	23588.0	15518.0	137.0	26934.0	NASDAQ National Market	Industrial company
TIMBERLAND BANCORP, INC.	US911863696	1.44	11	37898.0	837379.0	245.0	103347.0	NASDAQ National Market	Bank
SEATTLE GENETICS INC	US911874389	10.44	6	336802.0	895095.0	759.0	5640322.0	NASDAQ National Market	Industrial company
PAIN THERAPEUTICS INC	US911911336	6.140000000000001	5	0.0	31918.0	8.0	107049.0	NASDAQ National Market	Industrial company
FLEXIBLE SOLUTIONS INTERNATIONAL, INC.	US911922863	0	106	15899.0	14143.0	29.0	17942.0	NYSE MKT	Industrial company
SVB FINANCIAL GROUP	US911962278	19.1	1	1465804.0	44686703.0	2089.0	5626035.0	NASDAQ National Market	Bank
BLUE NILE, INC.	US911963165	20.16	1	480057.0	157414.0	352.0	308334.0	NASDAQ National Market	Industrial company
LIGHTBRIDGE CORPORATION	US911975651	2.44	2	911.0	2207.0	nan	9619.0	NASDAQ National Market	Industrial company
UNITED SECURITY BANCSHARES	US912112732	0.26	19	4674.0	99844.0	nan	87801.0	NASDAQ National Market	Bank
GLU MOBILE INC.	US912143667	9.68	3	249900.0	402986.0	750.0	316220.0	NASDAQ National Market	Industrial company
INTERNAP CORPORATION	US912145721	11.069999999999999	3	318293.0	554611.0	650.0	126226.0	NASDAQ National Market	Industrial company
TESLA MOTORS INC	US912197729	7.34	4	4046025.0	8067939.0	13058.0	31640370.0	NASDAQ National Market	Industrial company
GENERAL COMMUNICATION INC	US920072737	26.92	1	978534.0	1966940.0	2370.0	536697.0	NASDAQ National Market	Industrial company
NORTHRIM BANCORP, INC.	US920175752	6.8100000000000005	3	100843.0	1499492.0	441.0	184170.0	NASDAQ National Market	Bank
NORTHWEST NATURAL GAS CO	US930256722	20.09	1	723791.0	3069410.0	1502.0	1513786.0	New York Stock Exchange (NYSE)	Industrial company
PORTLAND GENERAL ELECTRIC COMPANY	US930256820	14.9	1	1898000.0	7210000.0	2646.0	3624484.0	New York Stock Exchange (NYSE)	Industrial company
SCHNITZER STEEL INDUSTRIES INC	US930341923	16.75	1	1915399.0	962299.0	2955.0	426376.0	NASDAQ National Market	Industrial company
ELECTRO SCIENTIFIC INDUSTRIES INC	US930370304	9.350000000000001	1	159118.0	221240.0	695.0	217580.0	NASDAQ National Market	Industrial company
COLUMBIA SPORTSWEAR CO	US930498284	5.81	3	2326180.0	1846153.0	5978.0	3718293.0	NASDAQ National Market	Industrial company
NORTHWEST PIPE CO	US930557988	11.280000000000001	3	236608.0	259380.0	676.0	86639.0	NASDAQ National Market	Industrial company
LITHIA MOTORS INC	US930572810	24.919999999999998	2	7864252.0	3227299.0	9574.0	1957579.0	New York Stock Exchange (NYSE)	Industrial company
NIKE INC	US930584541	13.21	2	30601000.0	21600000.0	62600.0	74815298.0	New York Stock Exchange (NYSE)	Industrial company
LOUISIANA PACIFIC CORP	US930609074	19.589999999999996	1	1892500.0	2176300.0	4800.0	2609032.0	New York Stock Exchange (NYSE)	Industrial company
FEI COMPANY	US930621989	20.520000000000003	1	930132.0	1349849.0	3060.0	4418178.0	NASDAQ National Market	Industrial company
FLIR SYSTEMS INC	US930708501	20.6	1	1557067.0	2406400.0	3003.0	4251449.0	NASDAQ National Market	Industrial company
THOR INDUSTRIES INC	US930768752	14.96	1	4006819.0	1503248.0	10450.0	3409796.0	New York Stock Exchange (NYSE)	Industrial company
MENTOR GRAPHICS CORP	US930786033	18.91	1	1180988.0	2064364.0	5700.0	2302316.0	NASDAQ National Market	Industrial company
SAREPTA THERAPEUTICS, INC.	US930797222	16.08	1	1253.0	273782.0	270.0	969813.0	NASDAQ National Market	Industrial company
GREENBRIER COMPANIES INC	US930816972	22.229999999999997	1	2605278.0	1790512.0	10689.0	800408.0	New York Stock Exchange (NYSE)	Industrial company
KEY TECHNOLOGY INC	US930822509	2.16	13	102925.0	97546.0	546.0	57025.0	NASDAQ National Market	Industrial company
LATTICE SEMICONDUCTOR CORP	US930835214	14.26	1	405966.0	785920.0	1146.0	682934.0	NASDAQ National Market	Industrial company
CASCADE MICROTECH, INC.	US930856709	5.58	7	143978.0	132311.0	502.0	331430.0	NASDAQ National Market	Industrial company
HEARTLAND EXPRESS INC	US930926999	13.24	2	736345.0	736030.0	4500.0	1527347.0	NASDAQ National Market	Industrial company
RADISYS CORP	US930945232	10.73	1	184593.0	167069.0	710.0	163510.0	NASDAQ National Market	Industrial company
VICAL INCORPORATED	US930948554	5.91	3	20950.0	49914.0	69.0	36992.0	NASDAQ National Market	Industrial company
CRAY INC.	US930962605	12.68	1	724689.0	694175.0	1282.0	1347956.0	NASDAQ National Market	Industrial company
SPECTRUM PHARMACEUTICALS, INC.	US930979187	23.53	1	162556.0	419049.0	212.0	514309.0	NASDAQ National Market	Industrial company
WILLAMETTE VALLEY VINEYARDS INC	US930981021	0.35	9	17939.0	38679.0	nan	37000.0	NASDAQ National Market	Industrial company
BOYDS WHEELS, INC.	US931000272	0	100	27913.0	28602.0	365.0	0.0	New York Stock Exchange (NYSE)	Industrial company
CASCADE BANCORP	US931034484	4.859999999999999	5	104308.0	2468029.0	513.0	414270.0	NASDAQ National Market	Bank
ONEOK PARTNERS, L.P.	US931120873	0	144	7761068.0	14927586.0	2364.0	8255985.0	New York Stock Exchange (NYSE)	Industrial company
SCHMITT INDUSTRIES, INC.	US931151989	0	113	13069.0	11104.0	nan	6831.0	NASDAQ National Market	Industrial company
IPASS INC.	US931214598	0.41	18	62564.0	37843.0	205.0	80747.0	NASDAQ National Market	Industrial company
UMPQUA HOLDINGS CORPORATION	US931261319	22.18	1	1145464.0	23387205.0	4491.0	3507559.0	NASDAQ National Market	Bank
PACIFIC CONTINENTAL CORPORATION	US931269184	8.57	2	76279.0	1909516.0	322.0	329276.0	NASDAQ National Market	Bank
IMMUNOCELLULAR THERAPEUTICS, LTD.	US931301885	2.76	4	0.0	30082.0	10.0	21907.0	NYSE MKT	Industrial company
ERICKSON INCORPORATED	US931307561	0.11	20	297520.0	601653.0	819.0	10422.0	NASDAQ National Market	Industrial company
FMC CORP	US940479804	19.85	1	3276500.0	6325900.0	6000.0	6436124.0	New York Stock Exchange (NYSE)	Industrial company
YUMA ENERGY INC	US940787340	0.43	6	23719.0	119621.0	nan	18792.0	NYSE MKT	Industrial company
CHEVRON CORPORATION	US940890210	18.099999999999998	1	129648000.0	264540000.0	61500.0	192277331.0	New York Stock Exchange (NYSE)	Industrial company
HP INC.	US941081436	16.67	1	103355000.0	106882000.0	287000.0	22740081.0	New York Stock Exchange (NYSE)	Industrial company
HEXCEL CORP	US941109521	12.23	1	1861200.0	2187400.0	5897.0	4093544.0	New York Stock Exchange (NYSE)	Industrial company
ABM INDUSTRIES INC	US941369354	19.47	1	4897800.0	2130700.0	120000.0	1908225.0	New York Stock Exchange (NYSE)	Industrial company
BIO RAD LABORATORIES INC	US941381833	16.049999999999997	3	2019441.0	3709718.0	nan	3609720.0	New York Stock Exchange (NYSE)	Industrial company
ROSS STORES INC	US941390387	20.07	1	11939999.0	4869119.0	77800.0	21665288.0	NASDAQ National Market	Industrial company
FAIR ISAAC CORPORATION	US941499887	19.03	1	838781.0	1230163.0	2803.0	3478594.0	New York Stock Exchange (NYSE)	Industrial company
NEONODE INC.	US941517641	2.54	14	11115.0	5927.0	77.0	86758.0	NASDAQ National Market	Industrial company
COHERENT INC	US941622541	18.269999999999996	1	802460.0	968947.0	2586.0	2334422.0	NASDAQ National Market	Industrial company
ROBERT HALF INTERNATIONAL INC.	US941648752	19.59	1	5094933.0	1702960.0	16100.0	5376183.0	New York Stock Exchange (NYSE)	Industrial company
APPLIED MATERIALS INC	US941655526	16.73	1	9659000.0	15308000.0	14600.0	26618678.0	NASDAQ National Market	Industrial company
ANIXTER INTERNATIONAL INC	US941658138	16.72	1	6190500.0	4142000.0	8700.0	1985699.0	New York Stock Exchange (NYSE)	Industrial company
COMSTOCK RESOURCES INC	US941667468	4.6	7	252422.0	1195850.0	125.0	37751.0	New York Stock Exchange (NYSE)	Industrial company
INTEL CORP	US941672743	16.299999999999997	1	55355000.0	101459000.0	107300.0	148928359.0	NASDAQ National Market	Industrial company
ADVANCED MICRO DEVICES INC	US941692300	18.05	1	3991000.0	3084000.0	9100.0	3650191.0	NASDAQ National Market	Industrial company
GAP INC	US941697231	14.17	3	15797000.0	7473000.0	141000.0	7213442.0	New York Stock Exchange (NYSE)	Industrial company
DIGITAL POWER CORP	US941721931	0.17	7	7766.0	5099.0	nan	2682.0	NYSE MKT	Industrial company
EXAR CORP	US941741481	16.09	1	162050.0	283100.0	327.0	330412.0	New York Stock Exchange (NYSE)	Industrial company
WESTAMERICA BANCORPORATION	US942156203	19.939999999999998	1	181468.0	5168875.0	813.0	1237624.0	NASDAQ National Market	Bank
WILLIAMS SONOMA INC	US942203880	16.970000000000002	1	4976090.0	2417427.0	20500.0	4801635.0	New York Stock Exchange (NYSE)	Industrial company
NANOMETRICS INC	US942276314	15.93	1	187367.0	235540.0	518.0	458704.0	NASDAQ National Market	Industrial company
VARIAN MEDICAL SYSTEMS INC	US942359345	20.810000000000002	1	3099111.0	3600748.0	7300.0	7812354.0	New York Stock Exchange (NYSE)	Industrial company
APPLE INC.	US942404110	15.59	1	233715000.0	290479000.0	110000.0	549659590.0	NASDAQ National Market	Industrial company
AEHR TEST SYSTEMS	US942424084	0.76	11	10018.0	14868.0	nan	14349.0	NASDAQ National Market	Industrial company
BEBE STORES INC	US942450490	3.13	4	427997.0	216413.0	2924.0	28260.0	NASDAQ National Market	Industrial company
QUIDEL CORP	US942573850	12.79	3	196129.0	406505.0	624.0	530904.0	NASDAQ National Market	Industrial company
VIAVI SOLUTIONS INC.	US942579683	17.09	1	1709100.0	2217800.0	4900.0	1578785.0	NASDAQ National Market	Industrial company
MCGRATH RENTCORP	US942579843	14.67	1	404544.0	1152549.0	1016.0	678953.0	NASDAQ National Market	Industrial company
APPLIED MICRO CIRCUITS CORP	US942586591	13.78	1	165011.0	158863.0	507.0	556535.0	NASDAQ National Market	Industrial company
LAM RESEARCH CORP	US942634797	18.16	1	5259312.0	9364648.0	7300.0	13241817.0	NASDAQ National Market	Industrial company
GIGA TRONICS INC	US942656341	0	113	18452.0	8054.0	nan	11259.0	NASDAQ National Market	Industrial company
COOPER COMPANIES INC	US942657368	18.28	1	1797060.0	4459864.0	10200.0	7863542.0	New York Stock Exchange (NYSE)	Industrial company
QUANTUM CORPORATION	US942665054	12.02	2	553095.0	357158.0	1250.0	503223.0	New York Stock Exchange (NYSE)	Industrial company
INTEGRATED DEVICE TECHNOLOGY INC	US942669985	21.45	1	697376.0	1099189.0	nan	3102988.0	NASDAQ National Market	Industrial company
DSP GROUP INC	US942683643	21.299999999999997	1	144271.0	183962.0	314.0	219359.0	NASDAQ National Market	Industrial company
SYNNEX CORPORATION	US942703333	14.75	3	13338397.0	4444147.0	72500.0	3585986.0	New York Stock Exchange (NYSE)	Industrial company
PICO HOLDINGS INC	US942723335	12.989999999999998	1	175000.0	nan	375.0	210564.0	NASDAQ National Market	Insurance company
LINEAR TECHNOLOGY CORP	US942778785	22.990000000000002	1	1475139.0	1884079.0	4868.0	11278261.0	NASDAQ National Market	Industrial company
TRICO BANCSHARES	US942792841	11.59	1	200855.0	4220722.0	1011.0	639124.0	NASDAQ National Market	Bank
TRIMBLE NAVIGATION LTD	US942802192	18.11	1	2290400.0	3680700.0	8451.0	6279349.0	NASDAQ National Market	Industrial company
AUTODESK INC	US942819853	18.73	1	2504100.0	5515300.0	9500.0	13327099.0	NASDAQ National Market	Industrial company
BANK OF COMMERCE HOLDINGS	US942823865	1.98	4	6564.0	121168.0	nan	85085.0	NASDAQ National Market	Bank
ELECTRONIC ARTS INC	US942838567	18.64	1	4515000.0	6147000.0	8400.0	23414726.0	NASDAQ National Market	Industrial company
E*TRADE FINANCIAL CORPORATION	US942844166	19.27	1	1428000.0	45427000.0	3421.0	7754233.0	NASDAQ National Market	Bank
SIGMA DESIGNS INC	US942848099	13.44	1	227250.0	216669.0	717.0	265773.0	NASDAQ National Market	Industrial company
COPART INC	US942867490	16.05	1	1146079.0	1799952.0	4267.0	5345517.0	NASDAQ National Market	Industrial company
HERON THERAPEUTICS, INC.	US942875566	11.45	6	0.0	137845.0	148.0	702370.0	NASDAQ National Market	Industrial company
SUMMIT STATE BANK	US942878925	0.45	8	19749.0	513365.0	65.0	65714.0	NASDAQ National Market	Bank
CYPRESS SEMICONDUCTOR CORP	US942885898	18.39	1	1607853.0	4004261.0	6279.0	3198661.0	NASDAQ National Market	Industrial company
MAXIM INTEGRATED PRODUCTS INC	US942896096	14.219999999999999	1	2306864.0	4228384.0	8250.0	10715652.0	NASDAQ National Market	Industrial company
AMERICAN SHARED HOSPITAL SERVICES	US942918118	0	112	16548.0	54114.0	nan	10698.0	NYSE MKT	Industrial company
NAUTILUS, INC.	US943002667	11.559999999999999	1	335764.0	315912.0	470.0	638338.0	New York Stock Exchange (NYSE)	Industrial company
SUNPOWER CORPORATION	US943008969	5.59	3	1576473.0	4856993.0	8309.0	2382675.0	NASDAQ National Market	Industrial company
CESCA THERAPEUTICS INC.	US943018487	1.73	7	16042.0	50757.0	nan	10019.0	NASDAQ National Market	Industrial company
ENERGY FOCUS, INC.	US943021850	1.85	14	64403.0	55702.0	nan	72364.0	NASDAQ National Market	Industrial company
PDL BIOPHARMA, INC.	US943023969	20.16	1	590448.0	1012205.0	10.0	551483.0	NASDAQ National Market	Industrial company
CHARLES SCHWAB CORPORATION	US943025021	13.14	1	6367000.0	183718000.0	15316.0	40483396.0	New York Stock Exchange (NYSE)	Bank
LANDEC CORP	US943025618	11.469999999999999	1	539257.0	346465.0	550.0	310259.0	NASDAQ National Market	Industrial company
KAISER ALUMINUM CORP	US943030279	20.480000000000004	1	1391900.0	1250100.0	2790.0	1536460.0	NASDAQ National Market	Industrial company
AXT INC	US943031310	6.97	2	77502.0	151896.0	702.0	110283.0	NASDAQ National Market	Industrial company
FINISAR CORP	US943038428	13.92	2	1250944.0	1551882.0	13400.0	1775322.0	NASDAQ National Market	Industrial company
GILEAD SCIENCES INC	US943047598	17.57	1	32639000.0	51716000.0	8000.0	114296921.0	NASDAQ National Market	Industrial company
POWER INTEGRATIONS INC	US943065014	18.8	1	343989.0	487537.0	595.0	1428571.0	NASDAQ National Market	Industrial company
BIOLIFE SOLUTIONS, INC.	US943076866	0.81	5	6449.0	12370.0	43.0	20691.0	NASDAQ National Market	Industrial company
STEMCELLS INC	US943078125	2.56	6	117.0	21219.0	74.0	2955.0	NASDAQ National Market	Industrial company
ELECTRONICS FOR IMAGING INC	US943086355	19.380000000000003	1	882513.0	1450151.0	3136.0	2051873.0	NASDAQ National Market	Industrial company
VERICEL CORPORATION	US943096597	5.14	8	51168.0	34309.0	190.0	67016.0	NASDAQ National Market	Industrial company
CYMABAY THERAPEUTICS, INC.	US943103561	0.44	23	0.0	43079.0	21.0	56976.0	NASDAQ National Market	Industrial company
CAI INTERNATIONAL INC	US943109229	11.379999999999999	3	249667.0	1973585.0	128.0	151545.0	New York Stock Exchange (NYSE)	Industrial company
RAMBUS INC	US943112828	20.55	1	296278.0	718021.0	495.0	1316526.0	NASDAQ National Market	Industrial company
FINET COM INC	US943115180	0	100	7813.0	17255.0	81.0	1.0	NASDAQ/NMS (Global Market)	Financial company
