Company_name	Company_ID	Big3Share	Position	Exchange	TypeEnt	VAR	Dollars_th
BIG LOTS, INC.	US061119097	22.48	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	5190582.0
CAS MEDICAL SYSTEMS, INC.	US061123096	0.0	115	NASDAQ National Market	Industrial company	Revenue	21639.0
ALMOST FAMILY INC	US061153720	12.09	3	NASDAQ National Market	Industrial company	Revenue	532214.0
HAYNES INTERNATIONAL, INC.	US061185400	23.33	1	NASDAQ National Market	Industrial company	Revenue	487635.0
MBIA INC	US061185706	14.39	1	New York Stock Exchange (NYSE)	Insurance company	Revenue	11000.0
WEBSTER FINANCIAL CORP	US061187536	19.97	1	New York Stock Exchange (NYSE)	Bank	Revenue	904280.0
CHRISTOPHER & BANKS CORP	US061195422	11.31	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	383828.0
BARNES & NOBLE, INC.	US061196501	16.21	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	6069497.0
BE AEROSPACE INC	US061209796	19.32	1	NASDAQ National Market	Industrial company	Revenue	2729600.0
LANDAUER INC	US061218089	23.01	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	151314.0
DELCATH SYSTEMS INC	US061245881	2.19	5	NASDAQ National Market	Industrial company	Revenue	1747.0
PRAXAIR INC	US061249050	18.64	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	10776000.0
SILGAN HOLDINGS INC	US061269834	11.62	3	NASDAQ National Market	Industrial company	Revenue	3763971.0
ETHAN ALLEN INTERIORS INC	US061275288	19.61	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	754600.0
LEXMARK INTERNATIONAL INC	US061308215	19.880000000000006	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	3551200.0
LANDSTAR SYSTEM INC	US061313069	18.13	1	NASDAQ National Market	Industrial company	Revenue	3322487.0
MRV COMMUNICATIONS INC	US061340090	1.57	5	NASDAQ National Market	Industrial company	Revenue	88199.0
RED HAT INC	US061364380	18.270000000000003	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	2052230.0
ACADIA PHARMACEUTICALS INC.	US061376651	12.28	4	NASDAQ National Market	Industrial company	Revenue	61.0
NEW YORK COMMUNITY BANCORP, INC	US061377322	20.15	1	New York Stock Exchange (NYSE)	Bank	Revenue	618838.0
CLEAN DIESEL TECHNOLOGIES, INC.	US061393453	2.53	3	NASDAQ National Market	Industrial company	Revenue	39738.0
COSI, INC.	US061393745	0.26	16	NASDAQ National Market	Industrial company	Revenue	89890.0
CHARLES RIVER LABORATORIES INTERNATIONAL INC	US061397316	20.42	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	1363302.0
GENERAL CABLE CORP	US061398235	23.75	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	4225100.0
STAR GAS PARTNERS, L.P.	US061437793	0.0	119	New York Stock Exchange (NYSE)	Industrial company	Revenue	1674291.0
TRANSACT TECHNOLOGIES INC	US061456680	3.96	5	NASDAQ National Market	Industrial company	Revenue	59676.0
AMN HEALTHCARE SERVICES, INC.	US061500476	20.62	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	1463065.0
SALISBURY BANCORP, INC.	US061514263	0.57	13	NASDAQ National Market	Bank	Revenue	38686.0
THESTREET, INC.	US061515824	6.93	6	NASDAQ National Market	Industrial company	Revenue	67656.0
UNITED RENTALS INC	US061522496	22.15	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	5817000.0
PRICELINE GROUP INC. (THE)	US061528493	15.329999999999998	1	NASDAQ National Market	Industrial company	Revenue	9223987.0
MAJESCO ENTERTAINMENT COMPANY	US061529524	0.0	106	NASDAQ National Market	Industrial company	Revenue	6693.0
PATRIOT NATIONAL BANCORP, INC.	US061559137	0.0	106	NASDAQ National Market	Bank	Revenue	3105.0
AGENUS INC.	US061562417	10.93	1	NASDAQ National Market	Industrial company	Revenue	24817.0
TANGOE INC	US061571143	18.070000000000004	2	NASDAQ National Market	Industrial company	Revenue	350000.0
MCBC HOLDINGS, INC.	US061571747	3.57	5	NASDAQ National Market	Industrial company	Revenue	214386.0
MACROGENICS, INC.	US061591613	11.5	1	NASDAQ National Market	Industrial company	Revenue	100854.0
SYNCHRONOSS TECHNOLOGIES, INC.	US061594540	16.46	1	NASDAQ National Market	Industrial company	Revenue	578831.0
PHOENIX COMPANIES INC (THE)	US061599088	1.07	11	New York Stock Exchange (NYSE)	Insurance company	Revenue	462800.0
OPGEN, INC.	US061614015	0.0	108	NASDAQ National Market	Industrial company	Revenue	3158.0
MATTRESS FIRM HOLDING CORP.	US061652172	7.39	6	NASDAQ National Market	Industrial company	Revenue	2541672.0
CONN'S, INC.	US061672840	12.38	6	NASDAQ National Market	Industrial company	Revenue	1613178.0
GLYCOMIMETICS, INC.	US061686563	0.44	8	NASDAQ National Market	Industrial company	Revenue	20071.0
OOMA, INC.	US061713274	1.33	10	NASDAQ National Market	Industrial company	Revenue	88775.0
GLOBAL BRASS AND COPPER HOLDINGS, INC.	US061826563	17.36	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	1506200.0
NICHOLAS FINANCIAL INC	US087363354	0.8300000000000001	21	NASDAQ National Market	Financial company	Revenue	86790.0
ACURA PHARMACEUTICALS, INC.	US110853640	0.0	113	NASDAQ National Market	Industrial company	Revenue	8587.0
J.W. MAYS, INC.	US111059070	0.0	108	NASDAQ National Market	Financial company	Revenue	18910.0
STANDARD MOTOR PRODUCTS INC	US111362020	13.32	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	971975.0
SUPERIOR UNIFORM GROUP INC	US111385670	5.130000000000001	5	NASDAQ National Market	Industrial company	Revenue	210317.0
UNITED GUARDIAN INC	US111719724	2.25	6	NASDAQ National Market	Industrial company	Revenue	14006.0
ACETO CORP	US111720520	16.03	1	NASDAQ National Market	Industrial company	Revenue	546951.0
PARK ELECTROCHEMICAL CORP	US111734643	19.33	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	162086.0
SIEBERT FINANCIAL CORP	US111796714	0.0	105	NASDAQ National Market	Bank	Revenue	17500.0
CHASE CORP	US111797126	7.92	4	NYSE MKT	Industrial company	Revenue	238046.0
ARROW ELECTRONICS INC	US111806155	18.78	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	23282020.0
AMERICAN INDEPENDENCE CORPORATION	US111817252	0.0	108	NASDAQ National Market	Insurance company	Revenue	137928.0
AVNET INC	US111890605	19.33	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	27924657.0
GRIFFON CORP	US111893410	15.22	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	2016032.0
FREQUENCY ELECTRONICS INC	US111986657	4.44	9	NASDAQ National Market	Industrial company	Revenue	76564.0
ENVIROSTAR, INC.	US112014231	0.72	11	NYSE MKT	Industrial company	Revenue	30755.0
RESEARCH FRONTIERS INC	US112103466	5.74	3	NASDAQ National Market	Industrial company	Revenue	2007.0
EMCOR GROUP INC	US112125338	20.14	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	6718726.0
COMTECH TELECOMMUNICATIONS CORP	US112139466	19.9	1	NASDAQ National Market	Industrial company	Revenue	307289.0
MISONIX INC	US112148932	1.37	9	NASDAQ National Market	Industrial company	Revenue	22205.0
MOTORCAR PARTS OF AMERICA, INC.	US112153962	15.49	1	NASDAQ National Market	Industrial company	Revenue	301711.0
VICON INDUSTRIES, INC.	US112160665	0.0	112	NYSE MKT	Industrial company	Revenue	44884.0
UNIFI INC	US112165495	14.25	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	687121.0
COFFEE HOLDING CO., INC.	US112238111	2.79	4	NASDAQ National Market	Industrial company	Revenue	118154.0
BED BATH & BEYOND INC	US112250488	20.38	1	NASDAQ National Market	Industrial company	Revenue	12103887.0
NAPCO SECURITY TECHNOLOGIES INC	US112277818	2.25	5	NASDAQ National Market	Industrial company	Revenue	77762.0
ESTEE LAUDER COMPANIES INC. (THE)	US112408943	15.88	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	10780400.0
FONAR CORP	US112464137	4.25	4	NASDAQ National Market	Industrial company	Revenue	69051.0
A-MARK PRECIOUS METALS, INC.	US112464169	2.3400000000000003	11	NASDAQ National Market	Financial company	Revenue	6070234.0
ICONIX BRAND GROUP, INC.	US112481903	17.439999999999998	1	NASDAQ National Market	Industrial company	Revenue	379197.0
CPI AEROSTRUCTURES INC	US112520310	2.98	11	NYSE MKT	Industrial company	Revenue	100203.0
HARMAN INTERNATIONAL INDUSTRIES INC	US112534306	18.26	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	6155297.0
BLACKBAUD, INC.	US112617163	19.21	1	NASDAQ National Market	Industrial company	Revenue	637940.0
CVD EQUIPMENT CORPORATION	US112621692	2.89	4	NASDAQ National Market	Industrial company	Revenue	38965.0
ITUS CORPORATION	US112622630	0.0	109	NASDAQ National Market	Industrial company	Revenue	9255.0
BOVIE MEDICAL CORPORATION	US112644611	1.77	10	NYSE MKT	Industrial company	Revenue	29520.0
FIRST OF LONG ISLAND CORPORATION (THE)	US112672906	7.3	1	NASDAQ National Market	Bank	Revenue	84364.0
LIFETIME BRANDS, INC.	US112682486	8.25	5	NASDAQ National Market	Industrial company	Revenue	587670.0
SUFFOLK BANCORP	US112708279	11.48	1	New York Stock Exchange (NYSE)	Bank	Revenue	112500.0
DIFFERENTIAL BRANDS GROUP INC.	US112928178	0.0	107	NASDAQ National Market	Industrial company	Revenue	80199.0
BRIDGE BANCORP, INC	US112934195	7.33	2	NASDAQ National Market	Bank	Revenue	108666.0
NUMEREX CORP	US112948749	3.48	9	NASDAQ National Market	Industrial company	Revenue	89450.0
TRANSENTERIX INC.	US112962080	3.6	13	NYSE MKT	Industrial company	Revenue	0.0
VEECO INSTRUMENTS INC	US112989601	20.77	1	NASDAQ National Market	Industrial company	Revenue	477038.0
WARREN RESOURCES, INC.	US113024080	5.1400000000000015	1	NASDAQ National Market	Industrial company	Revenue	88373.0
NETWORK-1 TECHNOLOGIES, INC.	US113027591	0.0	116	NYSE MKT	Industrial company	Revenue	16565.0
BIOSPECIFICS TECHNOLOGIES CORP	US113054851	8.05	2	NASDAQ National Market	Industrial company	Revenue	22750.0
1-800 FLOWERS.COM, INC.	US113117311	5.08	4	NASDAQ National Market	Industrial company	Revenue	1121506.0
AMEDISYS INC	US113131700	23.35	1	NASDAQ National Market	Industrial company	Revenue	1280541.0
SCHEIN HENRY INC	US113136595	20.76	1	NASDAQ National Market	Industrial company	Revenue	10629719.0
ANGIODYNAMICS, INC.	US113146460	13.34	3	NASDAQ National Market	Industrial company	Revenue	356974.0
NATHANS FAMOUS INC	US113166443	2.5	9	NASDAQ National Market	Industrial company	Revenue	99375.0
ASTORIA FINANCIAL CORPORATION	US113170868	16.06	1	New York Stock Exchange (NYSE)	Bank	Revenue	394885.0
VERINT SYSTEMS, INC.	US113200514	15.68	1	NASDAQ National Market	Industrial company	Revenue	1130266.0
FLUSHING FINANCIAL CORP	US113209278	12.15	1	NASDAQ National Market	Bank	Revenue	175000.0
INTELLI-CHECK - MOBILISA, INC.	US113234779	0.55	4	NYSE MKT	Industrial company	Revenue	7015.0
SYSTEMAX INC	US113262067	4.12	4	New York Stock Exchange (NYSE)	Industrial company	Revenue	1854700.0
MSC INDUSTRIAL DIRECT CO INC	US113289165	15.32	2	New York Stock Exchange (NYSE)	Industrial company	Revenue	2910379.0
DIME COMMUNITY BANCSHARES INC	US113297463	16.560000000000002	1	NASDAQ National Market	Bank	Revenue	112500.0
GETTY REALTY CORP	US113412575	22.87	1	New York Stock Exchange (NYSE)	Financial company	Revenue	110733.0
CABLEVISION SYSTEMS CORPORATION	US113415180	15.07	2	New York Stock Exchange (NYSE)	Industrial company	Revenue	6509743.0
MANHATTAN BRIDGE CAPITAL, INC.	US113474831	0.0	105	NASDAQ National Market	Industrial company	Revenue	4001.0
ERBA DIAGNOSTICS INC	US113500746	1.17	2	NYSE MKT	Industrial company	Revenue	26392.0
REXAHN PHARMACEUTICALS, INC.	US113516358	0.19	8	NYSE MKT	Industrial company	Revenue	0.0
VONAGE HOLDINGS CORP.	US113547680	14.5	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	895072.0
SINO-GLOBAL SHIPPING AMERICA, LTD.	US113588546	0.0	106	NASDAQ National Market	Industrial company	Revenue	11321.0
HMS HOLDINGS CORP.	US113656261	20.05	1	NASDAQ National Market	Industrial company	Revenue	474216.0
VITAMIN SHOPPE, INC.	US113664322	21.75	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	1266549.0
KITE REALTY GROUP TRUST	US113715772	23.85	1	New York Stock Exchange (NYSE)	Financial company	Revenue	347005.0
SANCHEZ PRODUCTION PARTNERS LP	US113742489	0.0	112	NYSE MKT	Industrial company	Revenue	68428.0
XACTLY CORPORATION	US113744289	1.84	12	New York Stock Exchange (NYSE)	Industrial company	Revenue	75974.0
WEIGHT WATCHERS INTERNATIONAL, INC.	US116040273	6.23	5	New York Stock Exchange (NYSE)	Industrial company	Revenue	1164419.0
NEWSTAR FINANCIAL INC	US126484783L	6.0	6	NASDAQ National Market	Financial company	Revenue	112500.0
KINGSTONE COMPANIES INC	US127387325L	1.08	19	NASDAQ National Market	Insurance company	Revenue	62500.0
AVON PRODUCTS INC	US130544597	16.599999999999998	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	6160500.0
CURTISS WRIGHT CORP	US130612970	19.55	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	2205683.0
INTERNATIONAL BUSINESS MACHINES CORP	US130871985	16.599999999999998	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	81741000.0
INTERNATIONAL PAPER CO	US130872805	20.91	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	22365000.0
INTERPUBLIC GROUP OF COMPANIES INC	US131024020	19.33	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	7613800.0
S&P GLOBAL INC.	US131026995	16.93	1	New York Stock Exchange (NYSE)	Financial company	Revenue	5313000.0
NATIONAL FUEL GAS COMPANY	US131086010	21.74	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	1760913.0
NEW YORK TIMES CO	US131102020	14.97	2	New York Stock Exchange (NYSE)	Industrial company	Revenue	1579215.0
PVH CORPORATION	US131166910	18.7	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	8020300.0
AMERIPRISE FINANCIAL INC	US131380631	18.07	1	New York Stock Exchange (NYSE)	Insurance company	Revenue	
INTERNATIONAL FLAVORS & FRAGRANCES INC	US131432060	19.38	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	3023189.0
OMNICOM GROUP INC	US131514814	16.380000000000006	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	15134400.0
PEPSICO INC	US131584302	16.03	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	63056000.0
GENERAL DYNAMICS CORP	US131673581	15.69	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	31469000.0
COLGATE PALMOLIVE CO	US131815595	19.16	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	16034000.0
PHIBRO ANIMAL HEALTH CORPORATION	US131840497	11.59	2	NASDAQ National Market	Industrial company	Revenue	748591.0
NUCOR CORP	US131860817	18.69	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	16439276.0
OLIN CORP	US131872319	21.92	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	2854400.0
CSS INDUSTRIES INC	US131920657	11.55	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	313044.0
SECURITY NATIONAL FINANCIAL CORP	US131950218L	3.03	7	NASDAQ National Market	Financial company	Revenue	350000.0
FORWARD INDUSTRIES INC	US131950672	5.17	5	NASDAQ National Market	Industrial company	Revenue	30014.0
CRANE CO.	US131952290	14.19	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	2740500.0
LANCASTER COLONY CORP	US131955943	14.61	2	NASDAQ National Market	Industrial company	Revenue	1104514.0
VOXX INTERNATIONAL CORPORATION	US131964841	12.24	2	NASDAQ National Market	Industrial company	Revenue	757498.0
CECO ENVIRONMENTAL CORP.	US132566064	8.72	2	NASDAQ National Market	Industrial company	Revenue	367422.0
BALCHEM CORP	US132578432	18.79	1	NASDAQ National Market	Industrial company	Revenue	552492.0
AMERICAN INTERNATIONAL GROUP INC	US132592361	17.8	1	New York Stock Exchange (NYSE)	Insurance company	Revenue	45910000.0
ESTERLINE TECHNOLOGIES CORP	US132595091	19.37	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	1774449.0
MOVADO GROUP INC	US132595932	10.62	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	594923.0
RAYONIER INC.	US132607329	18.44	1	New York Stock Exchange (NYSE)	Financial company	Revenue	544874.0
BANK OF NEW YORK MELLON CORP	US132614959	16.07	1	New York Stock Exchange (NYSE)	Bank	Revenue	30000000.0
LEUCADIA NATIONAL CORP	US132615557	16.21	1	New York Stock Exchange (NYSE)	Insurance company	Revenue	30000000.0
RALPH LAUREN CORPORATION	US132622036	12.94	2	New York Stock Exchange (NYSE)	Industrial company	Revenue	7405000.0
UNION PACIFIC CORP	US132626465	15.83	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	21813000.0
TSR INC	US132635899	1.46	8	NASDAQ National Market	Industrial company	Revenue	57403.0
OVERSEAS SHIPHOLDING GROUP INC	US132637623	0.0	124	NYSE MKT	Industrial company	Revenue	964506.0
FRANKLIN RESOURCES INC	US132670991	10.78	3	New York Stock Exchange (NYSE)	Bank	Revenue	7500000.0
DAXOR CORP	US132682108	2.14	3	NYSE MKT	Industrial company	Revenue	1048.0
EASTGROUP PROPERTIES INC	US132711135	29.58	1	New York Stock Exchange (NYSE)	Financial company	Revenue	235008.0
AMERICAN EAGLE OUTFITTERS INC	US132721761	23.53	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	3521848.0
ESCALADE INC	US132739290	5.529999999999999	3	NASDAQ National Market	Industrial company	Revenue	155542.0
KIMCO REALTY CORP	US132744380	30.42	1	New York Stock Exchange (NYSE)	Financial company	Revenue	1166769.0
BRT REALTY TRUST	US132755856	4.19	5	New York Stock Exchange (NYSE)	Industrial company	Revenue	82497.0
KATE SPADE & COMPANY	US132842791	15.87	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	1242720.0
CA, INC.	US132857434	12.93	3	NASDAQ National Market	Industrial company	Revenue	4025000.0
ENZO BIOCHEM INC	US132866202	5.76	3	New York Stock Exchange (NYSE)	Industrial company	Revenue	97599.0
AEGION CORP	US133032158	19.75	1	NASDAQ National Market	Industrial company	Revenue	1333570.0
DESTINATION MATERNITY CORPORATION	US133045573	5.9	8	NASDAQ National Market	Industrial company	Revenue	498753.0
CABLE ONE, INC.	US133060083	13.35	2	New York Stock Exchange (NYSE)	Industrial company	Revenue	807266.0
CENTURY ALUMINUM CO	US133070826	10.82	2	NASDAQ National Market	Industrial company	Revenue	1949857.0
TOFUTTI BRANDS INC	US133094658	0.0	104	NYSE MKT	Industrial company	Revenue	13764.0
LAKELAND INDUSTRIES INC	US133115216	3.26	6	NASDAQ National Market	Industrial company	Revenue	99734.0
HARRIS & HARRIS GROUP, INC.	US133119827	0.0	103	NASDAQ National Market	Venture capital	Revenue	917.0
WAYSIDE TECHNOLOGY GROUP, INC.	US133136104	3.1	10	NASDAQ National Market	Industrial company	Revenue	382090.0
NAVIGATORS GROUP INC	US133138397	14.63	1	NASDAQ National Market	Insurance company	Revenue	1453502.0
TRACTOR SUPPLY COMPANY	US133139732	18.19	1	NASDAQ National Market	Industrial company	Revenue	6226507.0
VALUE LINE INC	US133139843	0.62	5	NASDAQ National Market	Financial company	Revenue	35523.0
ISRAMCO INC	US133145265	2.67	4	NASDAQ National Market	Industrial company	Revenue	66131.0
COM/TECH COMMUNICATION TECHNOLOGIES INC	US133146673	0.0	100	NASDAQ National Market	Industrial company	Revenue	1027.0
ONE LIBERTY PROPERTIES INC	US133147497	16.04	1	New York Stock Exchange (NYSE)	Financial company	Revenue	65711.0
ARK RESTAURANTS CORP	US133156768	2.33	6	NASDAQ National Market	Industrial company	Revenue	145863.0
HELIOS & MATHESON ANALYTICS INC.	US133169913	0.0	103	NASDAQ National Market	Industrial company	Revenue	9737.0
CELLDEX THERAPEUTICS, INC.	US133191702	22.17	1	NASDAQ National Market	Industrial company	Revenue	5480.0
TIFFANY & CO	US133228013	17.240000000000002	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	4104900.0
DREW INDUSTRIES INCORPORATED	US133250533	18.37	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	1403066.0
ALTRIA GROUP, INC.	US133260245	15.91	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	25434000.0
INTER PARFUMS INC	US133275609	10.45	5	NASDAQ National Market	Industrial company	Revenue	468540.0
HARTFORD FINANCIAL SERVICES GROUP INC	US133317783	21.15	1	New York Stock Exchange (NYSE)	Insurance company	Revenue	
MACY'S INC.	US133324058	17.34	1	New York Stock Exchange (NYSE)	Industrial company	Revenue	27079000.0
RADNET, INC.	US133326724	6.93	5	NASDAQ National Market	Industrial company	Revenue	809628.0
